Country	Product Name	FNSKU	Merchant SKU	ASIN	Condition	Supplier	Supplier part no.	Currency code	Price	Sales last 30 days	Units Sold Last 30 Days	Total Units	Inbound	Available	FC transfer	FC Processing	Customer Order	Unfulfillable	Working	Shipped	Receiving	Fulfilled by	Total Days of Supply (including units from open shipments)	Days of Supply at Amazon Fulfillment Network	Alert	Recommended replenishment qty	Recommended ship date	Recommended action	Unit storage size
US	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	X002TD6AS3	QZ-1HOH-FSII	B08KG6XHN1	New	unassigned		USD	19.97	24000.46	1718	3040	617	1916	420	47	40	39	0	617	0	Amazon	51	50		276	02/25/2025	Create shipping plan	0.0054 ft3
