asin	fnsku	product_name	fulfillment_center	country_code	longest_side	median_side	shortest_side	measurement_units	weight	weight_units	item_volume	volume_units	product_size_tier	average_quantity_on_hand	average_quantity_pending_removal	estimated_total_item_volume	month_of_charge	storage_utilization_ratio	storage_utilization_ratio_units	base_rate	utilization_surcharge_rate	avg_qty_for_sus	est_vol_for_sus	est_base_msf	est_sus	currency	estimated_monthly_storage_fee	dangerous_goods_storage_type	eligible_for_inventory_discount	qualifies_for_inventory_discount	total_incentive_fee_amount	breakdown_incentive_fee_amount	average_quantity_customer_orders
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	KRB9	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	19.35	0.0	0.1048	2025-01	5.9	weeks	0.78	0.0	11.06	0.0599	0.08	0.0	USD	0.08	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LAS2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	4.06	1.84	0.012	2025-01	5.9	weeks	0.78	0.0	2.23	0.012	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LAS7	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.0	0.42	0.002	2025-01	5.9	weeks	0.78	0.0	0.38	0.002	0.0013	0.0	USD	0.0013	--	N	N	8.618667832741297E-4	COVID-19:9.0E-4	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LAS7	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.97	0.0	0.0135	2025-01	5.9	weeks	0.78	0.0	2.49	0.0135	0.0087	0.0	USD	0.0087	--	N	N	0.001589963357854903	COVID-19:0.0016	0.1
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LEX1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.77	0.32	0.0024	2025-01	5.9	weeks	0.78	0.0	0.45	0.0024	0.002	0.0	USD	0.002	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LEX1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	3.97	2.19	0.0096	2025-01	5.9	weeks	0.78	0.0	1.77	0.0096	0.008	0.0	USD	0.008	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LEX2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.58	0.23	0.0019	2025-01	5.9	weeks	0.78	0.0	0.35	0.0019	0.0018	0.0	USD	0.0018	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LEX2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	3.13	1.55	0.0086	2025-01	5.9	weeks	0.78	0.0	1.58	0.0086	0.0082	0.0	USD	0.0082	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LGA9	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	15.97	0.0	0.0849	2025-01	5.9	weeks	0.78	0.0	13.68	0.074	0.07	0.0	USD	0.07	--	N	N	0.0	--	0.29
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LGB3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.9	0.0	0.0047	2025-01	5.9	weeks	0.78	0.0	0.87	0.0047	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.03
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LGB7	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	5.68	0.0	0.0297	2025-01	5.9	weeks	0.78	0.0	5.19	0.0281	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.19
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LIT1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	63.48	0.0	0.3398	2025-01	5.9	weeks	0.78	0.0	54.94	0.2974	0.27	0.0	USD	0.27	--	N	N	0.0	--	0.71
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LUK2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	6.87	0.0	0.0348	2025-01	5.9	weeks	0.78	0.0	3.65	0.0197	0.03	0.0	USD	0.03	--	N	N	0.0	--	0.45
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	LUK7	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.42	0.68	0.004	2025-01	5.9	weeks	0.78	0.0	0.74	0.004	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MCI7	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.52	0.0	2.0E-4	2025-01	5.9	weeks	0.78	0.0	0.03	2.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0020431917842741935	COVID-19:0.002	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MCO1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	22.77	0.0	0.114	2025-01	5.9	weeks	0.78	0.0	18.43	0.0998	0.09	0.0	USD	0.09	--	N	N	0.0040915432369566795	COVID-19:0.0041	0.74
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MDW4	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.23	0.0	0.0063	2025-01	5.9	weeks	0.78	0.0	0.52	0.0028	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.06
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MDW7	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.13	0.0	5.0E-4	2025-01	5.9	weeks	0.78	0.0	0.1	5.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.03
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MEM1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	7.42	0.0	0.0402	2025-01	5.9	weeks	0.78	0.0	0.32	0.0017	0.03	0.0	USD	0.03	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MEM3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.19	0.81	0.0021	2025-01	5.9	weeks	0.78	0.0	0.39	0.0021	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MEM3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.39	0.87	0.0028	2025-01	5.9	weeks	0.78	0.0	0.52	0.0028	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MEM4	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.35	0.0	0.0117	2025-01	5.9	weeks	0.78	0.0	1.03	0.0056	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.19
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MIA1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	12.97	0.0	0.0665	2025-01	5.9	weeks	0.78	0.0	10.94	0.0592	0.05	0.0	USD	0.05	--	N	N	0.0	--	0.68
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MKC6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	5.26	0.0	0.0244	2025-01	5.9	weeks	0.78	0.0	3.32	0.018	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.74
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MKE1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.48	0.0	0.0026	2025-01	5.9	weeks	0.78	0.0	0.48	0.0026	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MKE2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	6.26	0.0	0.0325	2025-01	5.9	weeks	0.78	0.0	3.42	0.0185	0.03	0.0	USD	0.03	--	N	N	0.0	--	0.26
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MLI1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	13.58	0.0	0.0711	2025-01	5.9	weeks	0.78	0.0	8.32	0.0451	0.06	0.0	USD	0.06	--	N	N	0.0	--	0.45
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MQJ1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	6.19	0.0	0.0335	2025-01	5.9	weeks	0.78	0.0	3.29	0.0178	0.03	0.0	USD	0.03	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MQY1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	21.61	0.0	0.1144	2025-01	5.9	weeks	0.78	0.0	16.19	0.0877	0.09	0.0	USD	0.09	--	N	N	0.0	--	0.48
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MSP1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	9.23	0.0	0.0473	2025-01	5.9	weeks	0.78	0.0	4.97	0.0269	0.04	0.0	USD	0.04	--	N	N	0.0	--	0.48
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	MTN1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	23.94	0.0	0.1252	2025-01	5.9	weeks	0.78	0.0	21.87	0.1184	0.1	0.0	USD	0.1	--	N	N	0.0	--	0.81
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	OAK4	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	89.84	0.0	0.486	2025-01	5.9	weeks	0.78	0.0	89.32	0.4836	0.38	0.0	USD	0.38	--	N	N	0.0	--	0.06
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	OKC1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	4.42	0.0	0.0208	2025-01	5.9	weeks	0.78	0.0	2.16	0.0117	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.58
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	OMA2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	12.61	0.0	0.0657	2025-01	5.9	weeks	0.78	0.0	10.97	0.0594	0.05	0.0	USD	0.05	--	N	N	0.0	--	0.48
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	ONT6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.48	0.0	0.0026	2025-01	5.9	weeks	0.78	0.0	0.45	0.0024	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	ORD5	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	8.61	0.0	0.0459	2025-01	5.9	weeks	0.78	0.0	7.13	0.0386	0.04	0.0	USD	0.04	--	N	N	0.0	--	0.13
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	ORF3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	5.16	0.0	0.0279	2025-01	5.9	weeks	0.78	0.0	4.74	0.0257	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	ORH3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	86.58	0.0	0.4682	2025-01	5.9	weeks	0.78	0.0	69.68	0.3772	0.37	0.0	USD	0.37	--	N	N	0.0	--	0.1
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	OXR1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.58	0.0	0.0138	2025-01	5.9	weeks	0.78	0.0	2.35	0.0127	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.03
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	PAE2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	4.65	0.0	0.0239	2025-01	5.9	weeks	0.78	0.0	4.23	0.0229	0.02	0.0	USD	0.02	--	N	N	0.0	--	0.23
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	PCW1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.45	0.0	9.0E-4	2025-01	5.9	weeks	0.78	0.0	0.16	9.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.32
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	PDX9	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.39	0.0	0.0063	2025-01	5.9	weeks	0.78	0.0	1.16	0.0063	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.23
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	PGA1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.32	0.0	0.0017	2025-01	5.9	weeks	0.78	0.0	0.32	0.0017	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	PGA1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.23	0.65	0.0031	2025-01	5.9	weeks	0.78	0.0	0.58	0.0031	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	PHL1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.0	0.0	0.0108	2025-01	5.9	weeks	0.78	0.0	1.81	0.0098	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	PHL7	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.0	0.0	0.0098	2025-01	5.9	weeks	0.78	0.0	0.81	0.0044	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.19
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	PHX6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.48	0.77	0.0038	2025-01	5.9	weeks	0.78	0.0	0.71	0.0038	0.0026	0.0	USD	0.0026	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	PHX6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	4.39	2.35	0.011	2025-01	5.9	weeks	0.78	0.0	2.03	0.011	0.0074	0.0	USD	0.0074	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	PSP1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.97	0.0	0.0107	2025-01	5.9	weeks	0.78	0.0	1.81	0.0098	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	PVD2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	9.9	0.0	0.052	2025-01	5.9	weeks	0.78	0.0	7.13	0.0386	0.04	0.0	USD	0.04	--	N	N	0.0	--	0.29
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	RDG1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	12.39	0.0	0.0669	2025-01	5.9	weeks	0.78	0.0	9.71	0.0526	0.05	0.0	USD	0.05	--	N	N	0.0	--	0.03
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	RDU1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.87	0.0	0.0122	2025-01	5.9	weeks	0.78	0.0	1.39	0.0075	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.61
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	RFD2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	45.39	0.0	0.2457	2025-01	5.9	weeks	0.78	0.0	45.39	0.2457	0.19	0.0	USD	0.19	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	RIC2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.23	0.0	9.0E-4	2025-01	5.9	weeks	0.78	0.0	0.1	5.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.06
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	RIC4	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	149.84	0.0	0.8099	2025-01	5.9	weeks	0.78	0.0	102.65	0.5557	0.63	0.0	USD	0.63	--	N	N	0.0	--	0.23
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	RMN3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.19	0.0	0.001	2025-01	5.9	weeks	0.78	0.0	0.16	9.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	ROC1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	18.77	0.0	0.1008	2025-01	5.9	weeks	0.78	0.0	10.71	0.058	0.08	0.0	USD	0.08	--	N	N	0.0	--	0.16
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SAN3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	29.1	0.0	0.1532	2025-01	5.9	weeks	0.78	0.0	11.42	0.0618	0.12	0.0	USD	0.12	--	N	N	0.0	--	0.81
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SAT2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.23	0.0	0.0012	2025-01	5.9	weeks	0.78	0.0	0.13	7.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SAT3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.58	0.0	0.0031	2025-01	5.9	weeks	0.78	0.0	0.58	0.0031	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SAV4	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	25.61	0.0	0.1376	2025-01	5.9	weeks	0.78	0.0	11.23	0.0608	0.11	0.0	USD	0.11	--	N	N	0.0	--	0.19
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SAZ2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.61	0.0	0.0131	2025-01	5.9	weeks	0.78	0.0	1.45	0.0079	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.19
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SAZ3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.42	0.0	0.0077	2025-01	5.9	weeks	0.78	0.0	0.65	0.0035	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SBD6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	6.26	0.0	0.0327	2025-01	5.9	weeks	0.78	0.0	3.97	0.0215	0.03	0.0	USD	0.03	--	N	N	0.0	--	0.23
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SCA5	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.42	0.0	0.0131	2025-01	5.9	weeks	0.78	0.0	1.26	0.0068	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SCK1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	33.61	0.0	0.182	2025-01	5.9	weeks	0.78	0.0	15.16	0.0821	0.14	0.0	USD	0.14	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SCK4	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	32.74	0.0	0.1773	2025-01	5.9	weeks	0.78	0.0	3.45	0.0187	0.14	0.0	USD	0.14	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SCK6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	3.87	0.0	0.0189	2025-01	5.9	weeks	0.78	0.0	2.23	0.012	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.39
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SCO1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	3.19	0.0	0.0173	2025-01	5.9	weeks	0.78	0.0	1.48	0.008	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SDF1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.03	0.0	2.0E-4	2025-01	5.9	weeks	0.78	0.0	0.0	0.0	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SDF6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.13	0.0	7.0E-4	2025-01	5.9	weeks	0.78	0.0	0.13	7.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SDF8	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.9	0.0	0.0091	2025-01	5.9	weeks	0.78	0.0	0.13	7.0E-4	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.23
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL1	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	2.23	0.0	0.012	2025-01	5.9	weeks	0.78	0.0	0.42	0.0023	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL2	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	0.65	0.0	0.0035	2025-01	5.9	weeks	0.78	0.0	0.06	3.0E-4	0.0	0.0	USD	0.0	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL3	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.94	0.0	0.0103	2025-01	5.9	weeks	0.78	0.0	1.06	0.0058	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.03
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL4	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.65	0.0	0.0089	2025-01	5.9	weeks	0.78	0.0	0.29	0.0016	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
B08KG6XHN1	X002TD6AS3	AnnoyingPCB - The Prank Device That Won’t Stop Beeping for 3 Years	SFL6	US	5.75	3.19	0.51	inches	0.02	pounds	0.0054	cubic feet	Standard-Size	1.71	0.0	0.0093	2025-01	5.9	weeks	0.78	0.0	0.52	0.0028	0.01	0.0	USD	0.01	--	N	N	0.0	--	0.0
